 ,Area,Feret,FeretX,FeretY,FeretAngle,MinFeret
52,43070.421,287.356,172.414,2172.414,53.130,226.736
53,4095.654,208.170,402.299,2172.414,83.660,57.471
54,19024.971,277.771,1149.425,2241.379,65.556,183.649
55,12286.961,232.741,1298.851,2241.379,57.095,137.154
56,6738.011,118.341,2218.391,2091.954,119.055,101.832
57,21138.857,427.147,586.207,2149.425,113.806,181.967
58,17835.911,242.472,885.057,2356.322,148.570,132.193
59,22195.800,287.586,4402.299,2390.805,177.709,136.615
60,7134.364,156.339,413.793,2413.793,126.027,114.943
61,12683.314,323.681,1160.920,2758.621,83.884,126.437
62,13079.668,178.439,7091.954,2540.230,165.069,135.836
63,7530.718,149.425,7022.989,2482.759,112.620,99.667
64,9380.368,138.886,2080.460,2551.724,155.556,103.448
65,10965.782,302.367,816.092,2839.081,81.254,187.640
66,17835.911,189.568,2816.092,2586.207,165.964,137.931
67,14268.728,240.007,632.184,2597.701,163.301,148.196
68,6077.421,302.367,367.816,2574.713,98.746,94.159
69,12154.843,232.741,448.276,2862.069,69.775,115.024
70,13343.903,225.826,2563.218,2643.678,104.744,102.661
71,12154.843,145.392,4816.092,2747.127,161.565,126.515
72,5813.186,262.613,712.644,2977.012,66.801,125.552
73,22327.918,257.019,1080.460,2816.092,116.565,204.030
74,4359.889,117.219,2574.713,2919.540,11.310,69.728
75,15722.025,211.006,1586.207,2896.552,150.642,126.437
76,4624.125,98.207,2149.425,2885.058,110.556,67.698
77,10305.193,154.639,5942.529,2919.540,131.987,100.436
78,7530.718,124.329,1965.517,3045.977,56.310,105.660
79,31840.403,273.215,4574.713,3000.000,157.751,161.112
80,30254.989,303.675,5551.724,3229.885,60.524,171.426
81,14797.200,160.096,6816.092,3000.000,158.962,137.931
82,15325.671,189.568,275.862,3034.483,165.964,119.986
83,13476.021,163.364,5195.402,3126.437,39.289,126.437
84,4227.771,131.055,2954.023,3103.448,127.875,81.277
85,10040.957,160.096,2333.333,3344.828,68.962,103.448
86,75175.060,527.485,103.448,3505.747,11.310,276.563
87,5152.596,140.305,4000.000,3367.816,34.992,71.814
88,4492.007,102.808,6574.713,3333.333,153.435,80.460
89,27612.632,262.109,1218.391,3356.322,127.875,170.681
90,21535.210,211.944,3264.368,3540.230,139.399,160.920
91,14665.082,169.711,793.103,3586.207,28.301,137.931
92,34746.996,306.705,1183.908,3747.127,167.005,197.827
93,10833.664,160.096,5701.150,3689.655,158.962,117.985
94,5813.186,188.520,827.586,3678.161,142.431,70.854
95,5813.186,211.006,103.448,3862.069,29.358,95.264
96,14797.200,167.359,5482.759,3908.046,74.055,124.093
97,11494.253,154.212,3459.770,3816.092,116.565,126.437
98,28273.221,294.621,241.379,3850.575,110.556,185.071
99,9380.368,140.305,494.253,3908.046,124.992,107.995
100,7662.836,140.305,91.954,4103.448,55.008,101.791
101,12154.843,243.559,6919.540,4252.874,70.710,117.120
102,9380.368,156.339,3563.218,4183.908,72.897,103.448
103,8984.014,140.305,1344.828,4218.391,55.008,94.635
104,40428.064,472.524,367.816,4310.345,18.435,275.802
105,12419.078,149.425,1183.908,4137.931,112.620,128.539
106,4359.889,108.437,6758.621,4183.908,122.005,89.404
107,4624.125,102.808,4321.839,4195.402,116.565,76.343
108,15986.261,223.178,4850.575,4252.874,145.491,149.319
109,4095.654,98.877,5344.828,4367.816,125.538,68.966
110,15325.671,181.740,1229.885,4574.713,55.305,127.653
111,45977.014,308.423,1724.138,4609.196,26.565,218.391
112,15986.261,198.422,4632.184,4655.173,79.992,137.931
113,13740.257,164.573,3114.943,4678.161,24.775,121.860
114,15722.025,172.414,896.552,4701.150,36.870,138.170
115,5020.479,131.055,471.264,4643.678,105.255,84.078
116,25630.864,271.274,1850.575,4885.058,53.616,169.147
117,10965.782,142.176,6954.023,4678.161,104.036,121.915
118,8455.543,175.075,1045.977,4724.138,156.801,110.112
119,40428.064,317.915,2379.310,4701.150,102.529,223.281
120,4756.243,122.186,2988.506,4793.104,41.186,75.689
121,21667.328,216.873,6655.173,4931.035,32.005,162.553
122,4359.889,108.437,1758.621,4885.058,57.995,79.990
123,20081.914,269.319,770.115,4804.598,129.806,172.414
124,30915.578,232.741,6954.023,4862.069,147.095,183.908
125,14268.728,160.096,1551.724,4954.023,21.038,126.437
126,13740.257,160.096,1413.793,4896.552,111.038,138.170
127,18760.736,175.828,2701.149,5000.000,11.310,162.553
128,26159.335,271.274,5206.897,5034.483,126.384,143.983
129,13872.375,196.750,3586.207,5091.954,96.710,110.590
130,72268.467,487.931,1287.356,5103.448,133.091,297.401
131,14665.082,207.216,4505.747,5126.437,123.690,113.631
132,11626.371,156.339,4321.839,5195.402,143.973,123.651
133,7266.482,124.329,3160.920,5298.851,56.310,96.622
134,6473.775,131.055,5563.219,5218.391,105.255,91.954
135,10305.193,159.683,3655.173,5379.310,30.256,105.660
136,15457.789,169.711,3436.782,5298.851,118.301,138.170
137,7134.364,134.537,4103.448,5356.322,160.017,80.460
